student_id,name,gender,branch,semester,career_goal,primary_interest,learning_style,family_income,part_time_job,cgpa,prev_semester_cgpa,attendance_percent,study_hours_per_day,sleep_hours_per_day,stress_level,library_visits_per_week,backlogs,internships_completed,projects_completed,certifications,hackathons_participated,extracurricular_activities,performance_label,recommended_courses,programming_score,math_score,circuits_score,mechanics_score,design_score,communication_score,critical_thinking_score
ENG20210566,Amit Ahuja,Male,Mechanical,3,CFD Engineer,3D Printing,Auditory,3–6 LPA,0,5.57,5.51,78,5.3,6.6,2,1,5,2,3,1,2,1,Below Average,Thermodynamics|Product Design|Manufacturing Processes|Python Programming for Engineers|Academic Skill Development Workshop,33,49,6,68,37,58,51
ENG20240567,Ayaan Banerjee,Male,Electronics & Communication,8,Signal Processing Engineer,5G Networks,Auditory,> 20 LPA,0,5.7,5.64,50,4.7,6.1,2,3,1,1,0,0,0,0,Below Average,IoT Systems|5G Technology|RF Engineering|Advanced Engineering Mathematics|Academic Skill Development Workshop|Industrial Internship & Project Management,51,38,72,40,41,45,54
ENG20240568,Deepak Reddy,Male,Electrical,8,Smart Grid Engineer,Smart Grid,Kinesthetic,< 3 LPA,0,5.21,5.27,53,3.5,6.0,2,3,0,1,0,2,1,3,Below Average,Power Electronics|EV Engineering|Control Systems|Academic Skill Development Workshop|Industrial Internship & Project Management,47,61,54,42,24,45,49
ENG20230569,Vrinda Gupta,Female,Computer Science,7,ML Engineer,Cybersecurity,Visual,10–20 LPA,1,6.58,6.82,83,6.2,5.8,4,1,0,2,3,1,0,1,Average,Data Structures & Algorithms|Computer Networks|Database Management|Machine Learning|Deep Learning|Feature Engineering,65,56,37,23,57,46,53
ENG20230570,Piyush Pillai,Male,Information Technology,6,Product Manager,DevOps,Auditory,6–10 LPA,1,7.2,7.29,79,6.3,6.5,3,2,0,3,2,2,0,3,Good,Mobile App Development|DevOps|Web Technologies|Research Methodology & Technical Writing|Industrial Internship & Project Management,69,58,34,7,43,66,62
ENG20220571,Sarthak Banerjee,Male,Electrical,4,Power Engineer,Smart Grid,Kinesthetic,6–10 LPA,1,7.56,7.55,80,7.9,7.4,1,2,0,2,1,1,2,1,Good,Power Systems|Renewable Energy Systems|Control Systems|Smart Grid Technology,54,69,70,59,43,54,65
ENG20220572,Nandini Menon,Female,Information Technology,4,DevOps Engineer,Cloud Computing,Visual,3–6 LPA,0,8.02,7.85,79,8.9,8.3,4,1,0,2,3,0,0,0,Good,Mobile App Development|DevOps|Software Engineering|Cloud Computing|Microservices Architecture,73,64,34,29,65,61,61
ENG20210573,Kavya Jain,Female,Civil,3,Geotechnical Engineer,Urban Planning,Reading/Writing,3–6 LPA,0,6.18,6.3,75,5.2,8.1,3,3,0,2,4,2,1,2,Average,Structural Analysis|Smart Infrastructure|Transportation Engineering|Python Programming for Engineers,21,65,22,54,53,48,54
ENG20230574,Ananya Banerjee,Female,Aerospace,6,Aerospace Engineer,Spacecraft Design,Reading/Writing,3–6 LPA,0,5.2,4.76,78,2.7,8.3,3,0,1,1,1,0,1,1,Below Average,Aerodynamics|Spacecraft Design|Computational Fluid Dynamics|Propulsion Systems|Academic Skill Development Workshop|Industrial Internship & Project Management,45,68,31,65,48,51,73
ENG20230575,Lakshmi Subramanian,Female,Electronics & Communication,6,VLSI Engineer,Robotics,Visual,6–10 LPA,0,6.2,6.15,100,4.3,8.9,3,1,1,1,4,4,1,1,Average,Digital Signal Processing|Embedded Systems|VLSI Design|Industrial Internship & Project Management,51,45,62,27,42,51,46
ENG20220576,Disha Khanna,Female,Mechanical,4,Robotics Engineer,Simulation,Visual,6–10 LPA,0,6.8,6.88,78,7.8,7.5,2,1,0,1,3,2,1,1,Good,CAD/CAM|Manufacturing Processes|Fluid Mechanics|Robotics & Automation|Finite Element Analysis|Python Programming for Engineers,34,46,35,79,60,42,60
ENG20220577,Rishabh Chaudhary,Male,Computer Science,5,ML Engineer,Web Development,Kinesthetic,10–20 LPA,1,7.85,8.17,94,9.1,5.5,4,0,1,0,1,0,2,0,Good,Machine Learning|Operating Systems|Data Structures & Algorithms|Deep Learning|Feature Engineering|Research Methodology & Technical Writing,87,71,33,43,48,47,63
ENG20230578,Pooja Rajan,Female,Electrical,6,Energy Auditor,Renewable Energy,Auditory,10–20 LPA,0,6.12,6.15,85,3.1,6.3,3,1,0,2,3,2,2,1,Average,EV Engineering|Renewable Energy Systems|Electric Machines|Python Programming for Engineers|Critical Thinking & Problem Solving|Industrial Internship & Project Management,37,51,52,46,31,47,40
ENG20220579,Pragya Verma,Female,Electronics & Communication,4,Signal Processing Engineer,Signal Processing,Visual,< 3 LPA,0,6.19,6.38,86,5.7,8.2,4,2,1,0,1,1,0,2,Average,Optical Communications|Digital Signal Processing|5G Technology|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,43,59,58,23,54,44,42
ENG20220580,Khushi Ghosh,Female,Chemical,4,Process Engineer,Green Chemistry,Kinesthetic,< 3 LPA,0,6.23,6.37,79,7.4,5.8,4,1,1,1,0,2,1,1,Average,Polymer Engineering|Green Chemistry|Mass Transfer|Technical Communication & Presentation Skills,45,50,30,61,33,43,54
ENG20210581,Uday Subramanian,Male,Aerospace,3,Mission Analyst,Propulsion,Visual,10–20 LPA,0,6.59,6.79,97,6.7,5.3,4,3,2,0,2,4,3,0,Average,Flight Mechanics|Spacecraft Design|Mission Analysis|Python Programming for Engineers,43,64,46,71,54,46,62
ENG20200582,Sameer Subramanian,Male,Electronics & Communication,1,RF Engineer,Robotics,Visual,3–6 LPA,1,4.19,4.19,72,2.1,7.2,5,1,1,2,1,1,1,1,Below Average,RF Engineering|Digital Signal Processing|IoT Systems|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,33,47,54,28,33,26,48
ENG20220583,Pranav Mukherjee,Male,Information Technology,4,Product Manager,DevOps,Reading/Writing,6–10 LPA,0,6.54,6.72,77,2.2,6.2,2,1,0,3,2,1,0,3,Average,Microservices Architecture|Network Security|DevOps,64,47,24,23,56,65,59
ENG20230584,Varun Kapoor,Male,Biomedical,6,Research Scientist,Medical Imaging,Reading/Writing,3–6 LPA,0,6.67,6.6,92,4.2,6.7,2,2,1,0,1,2,1,0,Average,Neural Engineering|Biomechanics|Drug Discovery ML|Python Programming for Engineers|Industrial Internship & Project Management,38,60,53,31,37,53,67
ENG20220585,Pragya Patel,Female,Computer Science,4,AI Researcher,AI/ML,Auditory,< 3 LPA,0,7.97,7.94,63,8.8,6.7,3,4,0,1,2,0,0,2,Good,Cloud Computing|Database Management|Machine Learning|NLP|Deep Learning,74,56,33,36,58,77,71
ENG20240586,Varun Kapoor,Male,Mechanical,8,Manufacturing Engineer,Simulation,Auditory,6–10 LPA,1,6.63,6.42,98,6.6,5.5,4,1,0,2,2,3,0,1,Good,Robotics & Automation|Manufacturing Processes|Finite Element Analysis|Python Programming for Engineers|Industrial Internship & Project Management,36,65,35,70,44,58,59
ENG20230587,Zubin Tiwari,Male,Mechanical,7,CFD Engineer,3D Printing,Reading/Writing,10–20 LPA,0,4.84,4.98,71,4.6,7.0,5,0,0,2,3,1,0,0,Below Average,Product Design|Thermodynamics|Fluid Mechanics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,34,51,34,53,43,39,48
ENG20230588,Shubham Saxena,Male,Computer Science,6,Full Stack Developer,AI/ML,Reading/Writing,< 3 LPA,0,8.26,8.21,77,8.3,6.1,3,1,0,1,2,0,1,0,Good,Cloud Computing|Cybersecurity|Operating Systems|Web Technologies|API Design|Mobile App Development,75,77,38,35,50,70,73
ENG20240589,Ankit Jain,Male,Computer Science,8,AI Researcher,AI/ML,Reading/Writing,3–6 LPA,0,6.11,6.6,71,7.2,8.1,5,1,2,0,2,2,0,0,Below Average,Cloud Computing|Operating Systems|Computer Networks|Machine Learning|NLP|Deep Learning,61,68,31,31,37,45,59
ENG20210590,Shubham Reddy,Male,Computer Science,3,DevOps Engineer,Cloud Computing,Reading/Writing,3–6 LPA,1,6.53,6.22,76,5.5,5.9,4,2,0,1,2,2,1,1,Average,Cybersecurity|Operating Systems|Cloud Computing|DevOps|Microservices Architecture,71,63,23,22,46,61,67
ENG20240591,Vikram Pandey,Male,Electronics & Communication,8,VLSI Engineer,Signal Processing,Kinesthetic,3–6 LPA,0,6.51,6.96,100,6.5,5.3,2,2,1,0,3,3,3,1,Average,Embedded Systems|RF Engineering|Digital Signal Processing|VLSI Design|Industrial Internship & Project Management,52,62,69,37,33,49,55
ENG20220592,Ayaan Kumar,Male,Civil,5,Geotechnical Engineer,Construction Tech,Visual,> 20 LPA,0,4.54,4.29,95,0.5,6.4,3,0,2,2,2,0,3,1,Below Average,Environmental Engineering|BIM|Transportation Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,18,23,4,44,42,35,35
ENG20220593,Dhruv Iyer,Male,Electronics & Communication,5,Signal Processing Engineer,IoT,Reading/Writing,3–6 LPA,0,5.09,5.33,80,4.0,7.8,3,5,2,2,2,1,0,1,Below Average,IoT Systems|VLSI Design|Digital Signal Processing|Academic Skill Development Workshop,51,58,66,27,30,51,50
ENG20220594,Arjun Joshi,Male,Chemical,5,Environmental Engineer,Petroleum,Auditory,6–10 LPA,0,6.43,6.49,85,7.9,5.7,3,1,0,0,2,2,0,1,Average,Environmental Engineering|Polymer Engineering|Reaction Engineering|Python Programming for Engineers,36,61,35,35,34,64,61
ENG20220595,Tanvi Das,Female,Electrical,4,Power Engineer,Power Electronics,Visual,10–20 LPA,0,6.59,6.81,79,4.7,6.3,3,1,0,1,2,0,2,1,Average,Electric Machines|Renewable Energy Systems|Power Systems|Smart Grid Technology,45,60,58,38,50,58,45
ENG20220596,Mohit Kumar,Male,Computer Science,5,Full Stack Developer,AI/ML,Visual,6–10 LPA,1,6.29,5.99,78,5.2,8.0,4,1,1,3,1,4,0,0,Average,Database Management|Cloud Computing|Machine Learning|Web Technologies|API Design|Mobile App Development,69,61,31,22,51,53,54
ENG20220597,Ayaan Sharma,Male,Electronics & Communication,5,Signal Processing Engineer,IoT,Visual,6–10 LPA,0,6.31,5.75,90,6.6,6.1,4,2,1,1,0,0,1,1,Average,RF Engineering|VLSI Design|5G Technology|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,36,54,69,32,47,39,41
ENG20230598,Tanya Srivastava,Female,Computer Science,6,Full Stack Developer,Cybersecurity,Reading/Writing,6–10 LPA,0,5.74,6.11,81,4.7,6.1,4,1,2,3,0,0,0,3,Below Average,Computer Networks|Operating Systems|Machine Learning|Web Technologies|API Design|Mobile App Development,77,57,31,24,37,48,61
ENG20220599,Gaurav Reddy,Male,Electronics & Communication,4,RF Engineer,5G Networks,Kinesthetic,10–20 LPA,1,4.05,4.49,65,3.4,5.8,5,0,2,2,1,2,0,1,At Risk,5G Technology|Digital Signal Processing|RF Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,41,44,51,27,18,44,37
ENG20220600,Sameer Khanna,Male,Electronics & Communication,5,VLSI Engineer,5G Networks,Reading/Writing,6–10 LPA,0,7.46,7.22,93,5.3,6.4,1,0,0,3,1,2,1,0,Good,RF Engineering|Digital Signal Processing|IoT Systems|VLSI Design|Embedded Systems|Research Methodology & Technical Writing,55,77,57,42,40,56,60
ENG20230601,Lokesh Verma,Other,Computer Science,7,DevOps Engineer,AI/ML,Visual,6–10 LPA,1,4.0,4.0,70,4.2,8.3,4,2,4,1,2,1,3,1,At Risk,Cloud Computing|Operating Systems|Data Structures & Algorithms|DevOps|Microservices Architecture|Advanced Engineering Mathematics,60,34,3,4,32,45,58
ENG20230602,Dev Das,Male,Electrical,6,EV Engineer,Power Electronics,Kinesthetic,3–6 LPA,0,5.65,6.17,71,8.3,7.0,3,1,3,0,4,3,0,1,Below Average,Smart Grid Technology|Control Systems|Power Systems|Technical Communication & Presentation Skills|Academic Skill Development Workshop|Industrial Internship & Project Management,55,55,52,63,35,43,52
ENG20220603,Aparna Sharma,Female,Electronics & Communication,5,RF Engineer,Signal Processing,Visual,10–20 LPA,0,5.61,5.28,70,1.8,7.0,1,3,0,1,1,1,1,2,Average,IoT Systems|VLSI Design|Optical Communications|Advanced Engineering Mathematics|Academic Skill Development Workshop,48,43,62,25,44,48,51
ENG20230604,Aparna Shah,Female,Computer Science,6,AI Researcher,Cloud Computing,Auditory,3–6 LPA,0,6.19,6.22,90,6.3,5.6,5,2,1,1,4,0,0,0,Average,Data Structures & Algorithms|Cloud Computing|Machine Learning|NLP|Deep Learning|Advanced Engineering Mathematics,68,43,39,11,41,57,64
ENG20240605,Hemant Saxena,Male,Chemical,8,Environmental Engineer,Petroleum,Kinesthetic,6–10 LPA,0,6.48,6.92,94,6.9,6.9,2,4,3,2,1,5,1,1,Average,Process Control|Green Chemistry|Mass Transfer|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,37,62,31,51,37,44,39
ENG20200606,Siddharth Subramanian,Male,Computer Science,1,Software Engineer,Cybersecurity,Kinesthetic,3–6 LPA,0,5.28,5.28,73,4.4,7.6,4,2,3,0,0,2,0,0,At Risk,Database Management|Cybersecurity|Operating Systems|Advanced Engineering Mathematics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,72,42,31,19,26,37,59
ENG20240607,Yash Menon,Male,Mechanical,8,Robotics Engineer,Robotics,Visual,10–20 LPA,0,7.6,7.39,97,9.6,5.5,5,5,0,1,2,2,1,0,Good,CAD/CAM|Finite Element Analysis|Robotics & Automation|Research Methodology & Technical Writing|Industrial Internship & Project Management,45,74,44,69,71,68,59
ENG20210608,Aman Jain,Male,Computer Science,2,AI Researcher,Cloud Computing,Visual,> 20 LPA,0,6.99,6.97,88,4.5,7.0,3,1,0,0,2,0,0,1,Average,Cloud Computing|Operating Systems|Data Structures & Algorithms|Machine Learning|NLP|Deep Learning,53,45,43,23,58,51,59
ENG20230609,Aditya Desai,Other,Information Technology,7,Full Stack Developer,DevOps,Auditory,3–6 LPA,1,7.1,7.43,86,8.6,6.1,4,6,0,1,1,4,2,1,Good,Web Technologies|Mobile App Development|Microservices Architecture|API Design|Research Methodology & Technical Writing|Industrial Internship & Project Management,67,63,30,22,55,82,69
ENG20220610,Meera Jain,Female,Civil,5,BIM Manager,Urban Planning,Auditory,10–20 LPA,1,5.6,5.63,81,2.5,7.3,2,0,0,2,2,1,0,0,Average,BIM|Environmental Engineering|Transportation Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Academic Skill Development Workshop,6,44,31,50,45,62,51
ENG20240611,Pooja Yadav,Female,Electrical,8,Energy Auditor,Motor Drives,Auditory,< 3 LPA,0,6.37,6.39,73,6.0,8.0,4,0,0,1,0,4,1,3,Average,Power Electronics|Smart Grid Technology|Control Systems|Python Programming for Engineers|Industrial Internship & Project Management,44,56,58,25,40,57,55
ENG20230612,Hemant Saxena,Male,Information Technology,6,Product Manager,Cloud Computing,Visual,3–6 LPA,0,7.22,7.21,81,8.7,6.7,3,2,0,1,3,3,0,1,Good,Network Security|Microservices Architecture|Mobile App Development|Research Methodology & Technical Writing|Industrial Internship & Project Management,61,52,46,29,58,54,55
ENG20220613,Nishant Nair,Male,Aerospace,5,Systems Engineer,Aerodynamics,Auditory,3–6 LPA,0,5.95,6.02,48,7.3,6.1,2,0,1,2,1,3,0,2,Average,Aerodynamics|Spacecraft Design|Propulsion Systems|Python Programming for Engineers|Academic Skill Development Workshop,41,58,40,66,43,64,62
ENG20200614,Mohit Agarwal,Male,Computer Science,1,Full Stack Developer,AI/ML,Reading/Writing,> 20 LPA,0,6.5,6.5,64,5.9,7.3,4,3,0,2,1,2,0,1,Average,Cybersecurity|Computer Networks|Data Structures & Algorithms|Web Technologies|API Design|Mobile App Development,55,59,36,19,39,49,43
ENG20210615,Hemant Naik,Male,Computer Science,3,ML Engineer,AI/ML,Kinesthetic,< 3 LPA,0,5.8,6.06,60,4.3,6.7,2,0,0,0,2,0,1,2,Average,Cloud Computing|Machine Learning|Computer Networks|Deep Learning|Feature Engineering|Technical Communication & Presentation Skills,67,46,29,37,38,41,65
ENG20230616,Pranav Subramanian,Other,Electronics & Communication,7,Embedded Engineer,Robotics,Visual,6–10 LPA,0,5.05,5.0,66,6.8,7.6,3,0,4,0,2,0,0,2,At Risk,Optical Communications|5G Technology|VLSI Design|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,38,49,65,39,46,46,52
ENG20200617,Amit Banerjee,Male,Civil,1,Structural Engineer,Urban Planning,Visual,10–20 LPA,0,6.35,6.35,74,8.1,7.0,1,1,2,1,3,0,2,2,Average,Smart Infrastructure|Environmental Engineering|Geotechnical Engineering|Python Programming for Engineers,19,50,29,59,69,67,58
ENG20240618,Priya Bose,Female,Information Technology,8,DevOps Engineer,DevOps,Visual,10–20 LPA,0,6.36,6.18,71,4.8,5.2,3,5,0,1,0,2,1,0,Average,API Design|Network Security|Software Engineering|Cloud Computing|DevOps|Microservices Architecture,59,52,26,20,54,44,56
ENG20200619,Zubin Joshi,Male,Chemical,1,R&D Scientist,Green Chemistry,Visual,10–20 LPA,0,6.69,6.69,81,6.5,5.8,2,3,0,1,1,1,0,1,Average,Process Control|Green Chemistry|Reaction Engineering|Python Programming for Engineers,39,58,31,52,39,47,52
ENG20220620,Yash Subramanian,Male,Aerospace,5,Aerospace Engineer,Spacecraft Design,Visual,3–6 LPA,0,7.2,6.97,68,8.4,7.6,3,1,0,1,4,3,0,2,Good,Aerodynamics|Computational Fluid Dynamics|Propulsion Systems|Research Methodology & Technical Writing,64,75,61,64,70,55,65
ENG20210621,Kunal Menon,Male,Electrical,2,Power Engineer,Power Electronics,Visual,< 3 LPA,0,6.48,6.57,55,7.9,7.3,5,0,0,1,2,0,0,0,Average,Electric Machines|Power Systems|Renewable Energy Systems|Smart Grid Technology|Technical Communication & Presentation Skills,50,58,61,39,54,33,57
ENG20210622,Rahul Iyer,Male,Data Science,3,Data Analyst,Research,Kinesthetic,3–6 LPA,1,6.56,6.35,83,5.6,6.8,3,7,0,3,2,1,1,1,Average,Big Data Analytics|Statistical Learning|Deep Learning,83,60,30,37,35,50,67
ENG20230623,Lakshmi Subramanian,Female,Computer Science,7,ML Engineer,Cloud Computing,Auditory,3–6 LPA,0,7.58,7.38,95,9.2,5.8,3,3,1,1,0,0,1,2,Good,Computer Networks|Operating Systems|Machine Learning|Deep Learning|Feature Engineering|Research Methodology & Technical Writing,81,52,39,42,46,69,53
ENG20220624,Komal Tiwari,Female,Information Technology,4,Product Manager,Web Dev,Visual,< 3 LPA,0,6.09,5.78,75,5.9,8.0,4,2,0,0,2,3,0,2,Average,API Design|DevOps|Web Technologies,62,58,40,26,58,52,53
ENG20220625,Sameer Subramanian,Male,Mechanical,5,Manufacturing Engineer,Automotive,Auditory,< 3 LPA,0,5.03,4.56,77,5.6,7.4,5,2,2,0,1,4,0,0,Below Average,Manufacturing Processes|Fluid Mechanics|Product Design|Python Programming for Engineers|Academic Skill Development Workshop,26,66,29,68,38,50,54
ENG20220626,Tanmay Srivastava,Male,Information Technology,5,Product Manager,DevOps,Auditory,10–20 LPA,0,5.1,5.3,80,5.0,6.5,3,0,2,2,1,0,1,0,Below Average,Network Security|Software Engineering|API Design|Academic Skill Development Workshop,55,50,26,10,47,49,48
ENG20230627,Aparna Sharma,Female,Computer Science,6,AI Researcher,Cybersecurity,Kinesthetic,3–6 LPA,0,6.84,6.79,93,6.5,7.0,3,3,3,1,4,0,0,0,Average,Operating Systems|Data Structures & Algorithms|Machine Learning|NLP|Deep Learning|Industrial Internship & Project Management,79,56,38,26,51,51,60
ENG20230628,Lavanya Tiwari,Female,Mechanical,6,Design Engineer,Simulation,Visual,3–6 LPA,0,5.87,5.72,62,6.0,4.6,4,1,1,1,2,2,1,1,Below Average,Manufacturing Processes|CAD/CAM|Robotics & Automation|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,29,49,46,68,59,54,52
ENG20230629,Ankit Yadav,Male,Electronics & Communication,7,RF Engineer,Robotics,Auditory,10–20 LPA,0,5.98,5.93,57,5.7,6.1,3,4,0,1,2,5,3,0,Average,5G Technology|Optical Communications|IoT Systems|Academic Skill Development Workshop|Industrial Internship & Project Management,54,53,58,33,38,51,58
ENG20210630,Harsh Malhotra,Male,Civil,2,Structural Engineer,Structural Design,Visual,< 3 LPA,0,7.54,7.52,64,10.2,7.2,4,5,0,1,2,0,1,3,Good,Geotechnical Engineering|Environmental Engineering|Transportation Engineering|Python Programming for Engineers,24,64,37,62,75,64,59
ENG20200631,Manish Yadav,Male,Aerospace,1,Avionics Engineer,Spacecraft Design,Kinesthetic,10–20 LPA,0,5.35,5.35,77,4.8,7.0,3,1,3,1,1,1,0,0,Below Average,Mission Analysis|Flight Mechanics|Avionics|Technical Communication & Presentation Skills|Academic Skill Development Workshop,66,63,49,73,43,41,60
ENG20220632,Kartik Pillai,Male,Biomedical,5,Medical Device Engineer,Neural Engineering,Auditory,< 3 LPA,0,5.42,5.18,73,4.7,4.8,2,1,0,2,1,0,0,2,Average,Medical Imaging|Biomechanics|Drug Discovery ML|Python Programming for Engineers|Academic Skill Development Workshop,34,63,41,26,50,61,53
ENG20240633,Sarthak Chaudhary,Male,Civil,8,Project Manager,Construction Tech,Reading/Writing,> 20 LPA,0,5.48,5.35,84,3.0,6.5,3,2,0,2,0,0,0,2,Average,Construction Management|Smart Infrastructure|Transportation Engineering|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,11,55,19,51,55,46,57
ENG20240634,Ishaan Joshi,Male,Electronics & Communication,8,VLSI Engineer,VLSI Design,Visual,6–10 LPA,0,4.98,4.97,71,2.5,6.3,3,2,0,2,0,1,0,3,Below Average,5G Technology|Optical Communications|RF Engineering|VLSI Design|Digital Signal Processing|Embedded Systems,51,44,63,18,39,24,48
ENG20220635,Raj Pillai,Male,Computer Science,5,AI Researcher,AI/ML,Visual,3–6 LPA,0,5.52,5.9,72,2.3,9.1,1,1,1,2,1,2,1,2,Average,Machine Learning|Cloud Computing|Cybersecurity|NLP|Deep Learning|Python Programming for Engineers,44,52,27,18,62,37,39
ENG20210636,Manish Bose,Male,Civil,2,Project Manager,Structural Design,Kinesthetic,< 3 LPA,0,6.71,6.82,92,6.1,7.3,4,2,2,1,3,4,1,0,Average,Structural Analysis|Environmental Engineering|Construction Management|Advanced Engineering Mathematics,46,41,35,64,71,53,53
ENG20210637,Nikhil Kumar,Male,Aerospace,3,Propulsion Engineer,Aerodynamics,Auditory,10–20 LPA,0,6.66,6.41,91,7.3,7.3,3,1,2,2,0,5,1,1,Average,Avionics|Propulsion Systems|Flight Mechanics|Python Programming for Engineers,42,67,48,65,57,52,76
ENG20220638,Shubham Ghosh,Male,Electrical,4,Control Systems Engineer,EV Technology,Visual,10–20 LPA,0,4.0,4.0,78,4.7,6.4,4,5,5,2,1,1,0,1,At Risk,Electric Machines|Power Electronics|EV Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,31,38,58,21,33,37,33
ENG20230639,Manish Mukherjee,Male,Biomedical,6,Clinical Data Analyst,Genomics,Kinesthetic,10–20 LPA,0,5.82,5.44,81,3.7,6.9,1,4,3,0,1,3,2,1,Below Average,Neural Engineering|Biomedical Instrumentation|Biomechanics|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,38,51,48,36,14,57,52
ENG20230640,Hemant Chopra,Male,Electrical,6,Energy Auditor,EV Technology,Reading/Writing,< 3 LPA,0,5.86,6.06,88,5.1,6.4,4,2,1,2,2,1,1,2,Average,Power Systems|Renewable Energy Systems|Power Electronics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,36,60,50,33,36,43,69
ENG20200641,Lokesh Shah,Male,Civil,1,Structural Engineer,Smart Cities,Reading/Writing,3–6 LPA,0,5.49,5.49,83,2.6,6.7,3,0,1,1,1,2,0,2,Below Average,Construction Management|Structural Analysis|Geotechnical Engineering|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,22,54,17,54,63,39,51
ENG20210642,Kunal Malhotra,Male,Electrical,3,Power Engineer,Motor Drives,Kinesthetic,6–10 LPA,0,4.45,4.37,79,3.1,7.0,5,2,2,0,1,0,1,1,At Risk,EV Engineering|Power Systems|Renewable Energy Systems|Smart Grid Technology|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,46,51,50,42,36,41,33
ENG20210643,Harini Tiwari,Female,Computer Science,3,AI Researcher,Cloud Computing,Auditory,6–10 LPA,0,7.6,7.98,98,6.4,8.0,4,7,0,2,1,3,0,2,Good,Database Management|Data Structures & Algorithms|Computer Networks|Machine Learning|NLP|Deep Learning,66,53,37,22,38,60,63
ENG20220644,Parth Mukherjee,Male,Electrical,5,Smart Grid Engineer,Power Electronics,Kinesthetic,3–6 LPA,0,7.29,7.28,100,7.6,5.6,3,3,2,0,2,1,0,3,Average,Control Systems|Power Systems|Smart Grid Technology|Python Programming for Engineers|Research Methodology & Technical Writing,41,63,76,41,46,56,57
ENG20220645,Akash Sinha,Male,Electrical,5,Energy Auditor,Renewable Energy,Visual,6–10 LPA,0,6.26,6.19,80,8.1,7.3,2,2,2,1,0,0,1,2,Average,Electric Machines|Power Electronics|Smart Grid Technology|Critical Thinking & Problem Solving,46,69,61,35,52,46,43
ENG20210646,Pragya Krishnan,Female,Civil,2,BIM Manager,Construction Tech,Auditory,3–6 LPA,0,5.9,5.86,57,4.4,6.8,4,5,0,0,0,0,1,1,Below Average,Geotechnical Engineering|Environmental Engineering|Transportation Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,16,50,27,61,52,55,40
ENG20230647,Arjun Mishra,Male,Data Science,7,Data Analyst,Finance Analytics,Visual,< 3 LPA,0,5.31,4.71,77,3.3,6.0,3,1,3,0,1,5,1,2,Below Average,Feature Engineering|Statistical Learning|Big Data Analytics|Technical Communication & Presentation Skills|Academic Skill Development Workshop|Industrial Internship & Project Management,59,63,14,16,40,37,59
ENG20220648,Vivek Mehta,Male,Information Technology,4,API Engineer,Mobile Apps,Reading/Writing,10–20 LPA,0,7.09,7.34,84,8.5,7.5,3,2,0,3,2,0,1,1,Good,Microservices Architecture|Mobile App Development|DevOps,62,63,28,19,64,70,79
ENG20240649,Kunal Desai,Male,Computer Science,8,AI Researcher,Gaming Tech,Visual,6–10 LPA,0,7.17,7.49,73,10.9,6.5,3,3,1,2,1,0,0,0,Average,Cloud Computing|Operating Systems|Machine Learning|NLP|Deep Learning|Research Methodology & Technical Writing,72,51,38,20,62,49,66
ENG20230650,Ananya Yadav,Female,Data Science,7,Quant Analyst,AI/ML,Kinesthetic,10–20 LPA,0,7.0,7.24,92,9.0,7.7,5,5,0,2,3,1,0,0,Good,Statistical Learning|Data Visualization|Feature Engineering|Technical Communication & Presentation Skills|Research Methodology & Technical Writing|Industrial Internship & Project Management,87,56,25,35,48,34,65
ENG20240651,Ankit Agarwal,Male,Electronics & Communication,8,Embedded Engineer,5G Networks,Reading/Writing,3–6 LPA,0,5.73,5.63,70,7.7,6.2,4,3,3,1,0,0,1,1,Below Average,Digital Signal Processing|Optical Communications|VLSI Design|Technical Communication & Presentation Skills|Academic Skill Development Workshop|Industrial Internship & Project Management,56,66,66,33,34,44,55
ENG20200652,Zubin Rao,Male,Computer Science,1,DevOps Engineer,Cybersecurity,Auditory,6–10 LPA,1,4.0,4.0,73,4.7,4.8,3,0,5,1,1,0,0,2,At Risk,Computer Networks|Cybersecurity|Database Management|Cloud Computing|DevOps|Microservices Architecture,48,40,18,10,22,43,44
